,WGATAR_id,Hudep2_TAD_position
185,WGATAR_1482,chr19:12790000-13270000
186,WGATAR_1482,chr19:12790000-13270000
187,WGATAR_1482,chr19:12790000-13270000
188,WGATAR_1482,chr19:12790000-13270000
189,WGATAR_1480,chr19:12790000-13270000
190,WGATAR_1480,chr19:12790000-13270000
191,WGATAR_1480,chr19:12790000-13270000
192,WGATAR_1472,chr19:12790000-13270000
193,WGATAR_1471,chr19:12790000-13270000
194,WGATAR_1472,chr19:12790000-13270000
195,WGATAR_1472,chr19:12790000-13270000
196,WGATAR_1472,chr19:12790000-13270000
197,WGATAR_1472,chr19:12790000-13270000
198,WGATAR_1472,chr19:12790000-13270000
199,WGATAR_1472,chr19:12790000-13270000
200,WGATAR_1472,chr19:12790000-13270000
201,WGATAR_1472,chr19:12790000-13270000
202,WGATAR_1472,chr19:12790000-13270000
203,WGATAR_1472,chr19:12790000-13270000
204,WGATAR_1472,chr19:12790000-13270000
205,WGATAR_1472,chr19:12790000-13270000
206,WGATAR_1473,chr19:12790000-13270000
207,WGATAR_1479,chr19:12790000-13270000
208,WGATAR_1473,chr19:12790000-13270000
209,WGATAR_1473,chr19:12790000-13270000
210,WGATAR_1473,chr19:12790000-13270000
211,WGATAR_1473,chr19:12790000-13270000
212,WGATAR_1473,chr19:12790000-13270000
213,WGATAR_1473,chr19:12790000-13270000
214,WGATAR_1473,chr19:12790000-13270000
215,WGATAR_1473,chr19:12790000-13270000
216,WGATAR_1473,chr19:12790000-13270000
217,WGATAR_1473,chr19:12790000-13270000
218,WGATAR_1474,chr19:12790000-13270000
219,WGATAR_1474,chr19:12790000-13270000
220,WGATAR_1474,chr19:12790000-13270000
221,WGATAR_1471,chr19:12790000-13270000
222,WGATAR_1471,chr19:12790000-13270000
223,WGATAR_1471,chr19:12790000-13270000
224,WGATAR_1471,chr19:12790000-13270000
225,WGATAR_1479,chr19:12790000-13270000
226,WGATAR_1479,chr19:12790000-13270000
227,WGATAR_1479,chr19:12790000-13270000
228,WGATAR_1479,chr19:12790000-13270000
229,WGATAR_1479,chr19:12790000-13270000
230,WGATAR_1479,chr19:12790000-13270000
231,WGATAR_1478,chr19:12790000-13270000
232,WGATAR_1478,chr19:12790000-13270000
233,WGATAR_1478,chr19:12790000-13270000
234,WGATAR_1478,chr19:12790000-13270000
235,WGATAR_1478,chr19:12790000-13270000
236,WGATAR_1478,chr19:12790000-13270000
237,WGATAR_1478,chr19:12790000-13270000
238,WGATAR_1478,chr19:12790000-13270000
239,WGATAR_1478,chr19:12790000-13270000
240,WGATAR_1478,chr19:12790000-13270000
241,WGATAR_1478,chr19:12790000-13270000
242,WGATAR_1478,chr19:12790000-13270000
243,WGATAR_1471,chr19:12790000-13270000
244,WGATAR_1471,chr19:12790000-13270000
245,WGATAR_1471,chr19:12790000-13270000
246,WGATAR_1471,chr19:12790000-13270000
247,WGATAR_1471,chr19:12790000-13270000
248,WGATAR_1471,chr19:12790000-13270000
249,WGATAR_1471,chr19:12790000-13270000
250,WGATAR_1471,chr19:12790000-13270000
251,WGATAR_1471,chr19:12790000-13270000
252,WGATAR_1466,chr19:12790000-13270000
253,WGATAR_1466,chr19:12790000-13270000
254,WGATAR_1466,chr19:12790000-13270000
255,WGATAR_187,chr1:171420000-171570000
256,WGATAR_1449,chr19:12790000-13270000
257,WGATAR_1449,chr19:12790000-13270000
258,WGATAR_1449,chr19:12790000-13270000
259,WGATAR_1449,chr19:12790000-13270000
260,WGATAR_1449,chr19:12790000-13270000
261,WGATAR_187,chr1:171420000-171570000
262,WGATAR_187,chr1:171420000-171570000
263,WGATAR_187,chr1:171420000-171570000
264,WGATAR_187,chr1:171420000-171570000
265,WGATAR_187,chr1:171420000-171570000
266,WGATAR_187,chr1:171420000-171570000
267,WGATAR_187,chr1:171420000-171570000
268,WGATAR_187,chr1:171420000-171570000
269,WGATAR_187,chr1:171420000-171570000
270,WGATAR_1449,chr19:12790000-13270000
271,WGATAR_189,chr1:171420000-171570000
272,WGATAR_189,chr1:171420000-171570000
273,WGATAR_189,chr1:171420000-171570000
274,WGATAR_189,chr1:171420000-171570000
275,WGATAR_189,chr1:171420000-171570000
276,WGATAR_189,chr1:171420000-171570000
277,WGATAR_189,chr1:171420000-171570000
278,WGATAR_189,chr1:171420000-171570000
279,WGATAR_189,chr1:171420000-171570000
280,WGATAR_189,chr1:171420000-171570000
281,WGATAR_189,chr1:171420000-171570000
282,WGATAR_189,chr1:171420000-171570000
283,WGATAR_188,chr1:171420000-171570000
284,WGATAR_1449,chr19:12790000-13270000
285,WGATAR_1449,chr19:12790000-13270000
286,WGATAR_1466,chr19:12790000-13270000
287,WGATAR_1450,chr19:12790000-13270000
288,WGATAR_1452,chr19:12790000-13270000
289,WGATAR_1452,chr19:12790000-13270000
290,WGATAR_1452,chr19:12790000-13270000
291,WGATAR_1452,chr19:12790000-13270000
292,WGATAR_1452,chr19:12790000-13270000
293,WGATAR_1452,chr19:12790000-13270000
294,WGATAR_1452,chr19:12790000-13270000
295,WGATAR_1452,chr19:12790000-13270000
296,WGATAR_1452,chr19:12790000-13270000
297,WGATAR_1452,chr19:12790000-13270000
298,WGATAR_1452,chr19:12790000-13270000
299,WGATAR_1452,chr19:12790000-13270000
300,WGATAR_1450,chr19:12790000-13270000
301,WGATAR_1450,chr19:12790000-13270000
302,WGATAR_1449,chr19:12790000-13270000
303,WGATAR_1450,chr19:12790000-13270000
304,WGATAR_1450,chr19:12790000-13270000
305,WGATAR_1450,chr19:12790000-13270000
306,WGATAR_1450,chr19:12790000-13270000
307,WGATAR_1450,chr19:12790000-13270000
308,WGATAR_1450,chr19:12790000-13270000
309,WGATAR_1450,chr19:12790000-13270000
310,WGATAR_1450,chr19:12790000-13270000
311,WGATAR_1450,chr19:12790000-13270000
312,WGATAR_1450,chr19:12790000-13270000
313,WGATAR_1450,chr19:12790000-13270000
314,WGATAR_1450,chr19:12790000-13270000
315,WGATAR_1450,chr19:12790000-13270000
316,WGATAR_188,chr1:171420000-171570000
317,WGATAR_188,chr1:171420000-171570000
318,WGATAR_188,chr1:171420000-171570000
319,WGATAR_541,chr10:95110000-95280000
320,WGATAR_543,chr10:95110000-95280000
321,WGATAR_540,chr10:95110000-95280000
322,WGATAR_540,chr10:95110000-95280000
323,WGATAR_540,chr10:95110000-95280000
324,WGATAR_540,chr10:95110000-95280000
325,WGATAR_540,chr10:95110000-95280000
326,WGATAR_540,chr10:95110000-95280000
327,WGATAR_540,chr10:95110000-95280000
328,WGATAR_540,chr10:95110000-95280000
329,WGATAR_540,chr10:95110000-95280000
330,WGATAR_540,chr10:95110000-95280000
331,WGATAR_540,chr10:95110000-95280000
332,WGATAR_541,chr10:95110000-95280000
333,WGATAR_541,chr10:95110000-95280000
334,WGATAR_188,chr1:171420000-171570000
335,WGATAR_541,chr10:95110000-95280000
336,WGATAR_541,chr10:95110000-95280000
337,WGATAR_541,chr10:95110000-95280000
338,WGATAR_541,chr10:95110000-95280000
339,WGATAR_541,chr10:95110000-95280000
340,WGATAR_541,chr10:95110000-95280000
341,WGATAR_541,chr10:95110000-95280000
342,WGATAR_541,chr10:95110000-95280000
343,WGATAR_541,chr10:95110000-95280000
344,WGATAR_541,chr10:95110000-95280000
345,WGATAR_541,chr10:95110000-95280000
346,WGATAR_541,chr10:95110000-95280000
347,WGATAR_541,chr10:95110000-95280000
348,WGATAR_543,chr10:95110000-95280000
349,WGATAR_543,chr10:95110000-95280000
350,WGATAR_543,chr10:95110000-95280000
351,WGATAR_543,chr10:95110000-95280000
352,WGATAR_188,chr1:171420000-171570000
353,WGATAR_188,chr1:171420000-171570000
354,WGATAR_188,chr1:171420000-171570000
355,WGATAR_188,chr1:171420000-171570000
356,WGATAR_188,chr1:171420000-171570000
357,WGATAR_186,chr1:171420000-171570000
358,WGATAR_186,chr1:171420000-171570000
359,WGATAR_186,chr1:171420000-171570000
360,WGATAR_186,chr1:171420000-171570000
361,WGATAR_186,chr1:171420000-171570000
362,WGATAR_185,chr1:171420000-171570000
363,WGATAR_185,chr1:171420000-171570000
364,WGATAR_185,chr1:171420000-171570000
365,WGATAR_185,chr1:171420000-171570000
366,WGATAR_185,chr1:171420000-171570000
367,WGATAR_185,chr1:171420000-171570000
368,WGATAR_185,chr1:171420000-171570000
369,WGATAR_185,chr1:171420000-171570000
370,WGATAR_185,chr1:171420000-171570000
371,WGATAR_542,chr10:95110000-95280000
372,WGATAR_542,chr10:95110000-95280000
373,WGATAR_542,chr10:95110000-95280000
374,WGATAR_542,chr10:95110000-95280000
375,WGATAR_542,chr10:95110000-95280000
376,WGATAR_542,chr10:95110000-95280000
377,WGATAR_543,chr10:95110000-95280000
378,WGATAR_543,chr10:95110000-95280000
379,WGATAR_1451,chr19:12790000-13270000
380,WGATAR_1451,chr19:12790000-13270000
381,WGATAR_1451,chr19:12790000-13270000
382,WGATAR_1457,chr19:12790000-13270000
383,WGATAR_1461,chr19:12790000-13270000
384,WGATAR_1461,chr19:12790000-13270000
385,WGATAR_1461,chr19:12790000-13270000
386,WGATAR_1457,chr19:12790000-13270000
387,WGATAR_1457,chr19:12790000-13270000
388,WGATAR_1457,chr19:12790000-13270000
389,WGATAR_1457,chr19:12790000-13270000
390,WGATAR_1457,chr19:12790000-13270000
391,WGATAR_1457,chr19:12790000-13270000
392,WGATAR_1457,chr19:12790000-13270000
393,WGATAR_1457,chr19:12790000-13270000
394,WGATAR_1457,chr19:12790000-13270000
395,WGATAR_1457,chr19:12790000-13270000
396,WGATAR_1458,chr19:12790000-13270000
397,WGATAR_1459,chr19:12790000-13270000
398,WGATAR_1458,chr19:12790000-13270000
399,WGATAR_1458,chr19:12790000-13270000
400,WGATAR_1458,chr19:12790000-13270000
401,WGATAR_1458,chr19:12790000-13270000
402,WGATAR_1458,chr19:12790000-13270000
403,WGATAR_1458,chr19:12790000-13270000
404,WGATAR_1458,chr19:12790000-13270000
405,WGATAR_1458,chr19:12790000-13270000
406,WGATAR_1458,chr19:12790000-13270000
407,WGATAR_1458,chr19:12790000-13270000
408,WGATAR_1458,chr19:12790000-13270000
409,WGATAR_1459,chr19:12790000-13270000
410,WGATAR_1459,chr19:12790000-13270000
411,WGATAR_1461,chr19:12790000-13270000
412,WGATAR_1461,chr19:12790000-13270000
413,WGATAR_1461,chr19:12790000-13270000
414,WGATAR_1461,chr19:12790000-13270000
415,WGATAR_1466,chr19:12790000-13270000
416,WGATAR_1466,chr19:12790000-13270000
417,WGATAR_1466,chr19:12790000-13270000
418,WGATAR_1466,chr19:12790000-13270000
419,WGATAR_1466,chr19:12790000-13270000
420,WGATAR_1466,chr19:12790000-13270000
421,WGATAR_1464,chr19:12790000-13270000
422,WGATAR_1464,chr19:12790000-13270000
423,WGATAR_1464,chr19:12790000-13270000
424,WGATAR_1464,chr19:12790000-13270000
425,WGATAR_1464,chr19:12790000-13270000
426,WGATAR_1464,chr19:12790000-13270000
427,WGATAR_1464,chr19:12790000-13270000
428,WGATAR_1464,chr19:12790000-13270000
429,WGATAR_1464,chr19:12790000-13270000
430,WGATAR_1464,chr19:12790000-13270000
431,WGATAR_1464,chr19:12790000-13270000
432,WGATAR_1464,chr19:12790000-13270000
433,WGATAR_1463,chr19:12790000-13270000
434,WGATAR_1463,chr19:12790000-13270000
435,WGATAR_1463,chr19:12790000-13270000
436,WGATAR_1463,chr19:12790000-13270000
437,WGATAR_1461,chr19:12790000-13270000
438,WGATAR_1461,chr19:12790000-13270000
439,WGATAR_1461,chr19:12790000-13270000
440,WGATAR_1461,chr19:12790000-13270000
441,WGATAR_1461,chr19:12790000-13270000
442,WGATAR_1459,chr19:12790000-13270000
443,WGATAR_1459,chr19:12790000-13270000
444,WGATAR_1454,chr19:12790000-13270000
445,WGATAR_1454,chr19:12790000-13270000
446,WGATAR_1453,chr19:12790000-13270000
447,WGATAR_1453,chr19:12790000-13270000
448,WGATAR_1453,chr19:12790000-13270000
449,WGATAR_1453,chr19:12790000-13270000
450,WGATAR_1453,chr19:12790000-13270000
451,WGATAR_1453,chr19:12790000-13270000
452,WGATAR_1453,chr19:12790000-13270000
453,WGATAR_1453,chr19:12790000-13270000
454,WGATAR_1453,chr19:12790000-13270000
455,WGATAR_1453,chr19:12790000-13270000
456,WGATAR_1453,chr19:12790000-13270000
457,WGATAR_1453,chr19:12790000-13270000
458,WGATAR_1454,chr19:12790000-13270000
459,WGATAR_1454,chr19:12790000-13270000
460,WGATAR_1459,chr19:12790000-13270000
461,WGATAR_1454,chr19:12790000-13270000
462,WGATAR_1454,chr19:12790000-13270000
463,WGATAR_1454,chr19:12790000-13270000
464,WGATAR_1454,chr19:12790000-13270000
465,WGATAR_1454,chr19:12790000-13270000
466,WGATAR_1454,chr19:12790000-13270000
467,WGATAR_1454,chr19:12790000-13270000
468,WGATAR_1454,chr19:12790000-13270000
469,WGATAR_1454,chr19:12790000-13270000
470,WGATAR_1454,chr19:12790000-13270000
471,WGATAR_1454,chr19:12790000-13270000
472,WGATAR_1454,chr19:12790000-13270000
473,WGATAR_1454,chr19:12790000-13270000
474,WGATAR_1453,chr19:12790000-13270000
475,WGATAR_1456,chr19:12790000-13270000
476,WGATAR_1456,chr19:12790000-13270000
477,WGATAR_1456,chr19:12790000-13270000
478,WGATAR_1459,chr19:12790000-13270000
479,WGATAR_1459,chr19:12790000-13270000
480,WGATAR_1459,chr19:12790000-13270000
481,WGATAR_1459,chr19:12790000-13270000
482,WGATAR_1459,chr19:12790000-13270000
483,WGATAR_1459,chr19:12790000-13270000
484,WGATAR_1459,chr19:12790000-13270000
485,WGATAR_1460,chr19:12790000-13270000
486,WGATAR_1460,chr19:12790000-13270000
487,WGATAR_1460,chr19:12790000-13270000
488,WGATAR_1460,chr19:12790000-13270000
489,WGATAR_1460,chr19:12790000-13270000
490,WGATAR_1460,chr19:12790000-13270000
491,WGATAR_1460,chr19:12790000-13270000
492,WGATAR_1460,chr19:12790000-13270000
493,WGATAR_1460,chr19:12790000-13270000
494,WGATAR_1460,chr19:12790000-13270000
495,WGATAR_1460,chr19:12790000-13270000
496,WGATAR_1455,chr19:12790000-13270000
497,WGATAR_1455,chr19:12790000-13270000
498,WGATAR_1455,chr19:12790000-13270000
499,WGATAR_1455,chr19:12790000-13270000
500,WGATAR_1455,chr19:12790000-13270000
501,WGATAR_1456,chr19:12790000-13270000
502,WGATAR_1456,chr19:12790000-13270000
503,WGATAR_1456,chr19:12790000-13270000
504,WGATAR_1456,chr19:12790000-13270000
505,WGATAR_1485,chr19:12790000-13270000
506,WGATAR_1454,chr19:12790000-13270000
507,WGATAR_1485,chr19:12790000-13270000
508,WGATAR_1493,chr19:12790000-13270000
509,WGATAR_1494,chr19:12790000-13270000
510,WGATAR_1493,chr19:12790000-13270000
511,WGATAR_1493,chr19:12790000-13270000
512,WGATAR_1493,chr19:12790000-13270000
513,WGATAR_1493,chr19:12790000-13270000
514,WGATAR_1493,chr19:12790000-13270000
515,WGATAR_1493,chr19:12790000-13270000
516,WGATAR_1493,chr19:12790000-13270000
517,WGATAR_1493,chr19:12790000-13270000
518,WGATAR_1489,chr19:12790000-13270000
519,WGATAR_1493,chr19:12790000-13270000
520,WGATAR_1493,chr19:12790000-13270000
521,WGATAR_1493,chr19:12790000-13270000
522,WGATAR_1493,chr19:12790000-13270000
523,WGATAR_1493,chr19:12790000-13270000
524,WGATAR_1493,chr19:12790000-13270000
525,WGATAR_1493,chr19:12790000-13270000
526,WGATAR_1495,chr19:12790000-13270000
527,WGATAR_1494,chr19:12790000-13270000
528,WGATAR_1494,chr19:12790000-13270000
529,WGATAR_1494,chr19:12790000-13270000
530,WGATAR_1494,chr19:12790000-13270000
531,WGATAR_1489,chr19:12790000-13270000
532,WGATAR_1489,chr19:12790000-13270000
533,WGATAR_1489,chr19:12790000-13270000
534,WGATAR_1489,chr19:12790000-13270000
535,WGATAR_1494,chr19:12790000-13270000
536,WGATAR_1494,chr19:12790000-13270000
537,WGATAR_1494,chr19:12790000-13270000
538,WGATAR_1494,chr19:12790000-13270000
539,WGATAR_1494,chr19:12790000-13270000
540,WGATAR_1494,chr19:12790000-13270000
541,WGATAR_1494,chr19:12790000-13270000
542,WGATAR_1494,chr19:12790000-13270000
543,WGATAR_1494,chr19:12790000-13270000
544,WGATAR_1494,chr19:12790000-13270000
545,WGATAR_1494,chr19:12790000-13270000
546,WGATAR_1494,chr19:12790000-13270000
547,WGATAR_1494,chr19:12790000-13270000
548,WGATAR_1495,chr19:12790000-13270000
549,WGATAR_1495,chr19:12790000-13270000
550,WGATAR_1495,chr19:12790000-13270000
551,WGATAR_1497,chr19:12790000-13270000
552,WGATAR_1497,chr19:12790000-13270000
553,WGATAR_1497,chr19:12790000-13270000
554,WGATAR_1497,chr19:12790000-13270000
555,WGATAR_1497,chr19:12790000-13270000
556,WGATAR_1497,chr19:12790000-13270000
557,WGATAR_1496,chr19:12790000-13270000
558,WGATAR_1496,chr19:12790000-13270000
559,WGATAR_1496,chr19:12790000-13270000
560,WGATAR_1496,chr19:12790000-13270000
561,WGATAR_1496,chr19:12790000-13270000
562,WGATAR_1496,chr19:12790000-13270000
563,WGATAR_1496,chr19:12790000-13270000
564,WGATAR_1496,chr19:12790000-13270000
565,WGATAR_1496,chr19:12790000-13270000
566,WGATAR_1496,chr19:12790000-13270000
567,WGATAR_1496,chr19:12790000-13270000
568,WGATAR_1485,chr19:12790000-13270000
569,WGATAR_1497,chr19:12790000-13270000
570,WGATAR_1497,chr19:12790000-13270000
571,WGATAR_1495,chr19:12790000-13270000
572,WGATAR_1497,chr19:12790000-13270000
573,WGATAR_1495,chr19:12790000-13270000
574,WGATAR_1495,chr19:12790000-13270000
575,WGATAR_1495,chr19:12790000-13270000
576,WGATAR_1495,chr19:12790000-13270000
577,WGATAR_1495,chr19:12790000-13270000
578,WGATAR_1495,chr19:12790000-13270000
579,WGATAR_1495,chr19:12790000-13270000
580,WGATAR_1495,chr19:12790000-13270000
581,WGATAR_1495,chr19:12790000-13270000
582,WGATAR_1495,chr19:12790000-13270000
583,WGATAR_1495,chr19:12790000-13270000
584,WGATAR_1495,chr19:12790000-13270000
585,WGATAR_1495,chr19:12790000-13270000
586,WGATAR_1495,chr19:12790000-13270000
587,WGATAR_1495,chr19:12790000-13270000
588,WGATAR_1495,chr19:12790000-13270000
589,WGATAR_1495,chr19:12790000-13270000
590,WGATAR_1489,chr19:12790000-13270000
591,WGATAR_1497,chr19:12790000-13270000
592,WGATAR_1489,chr19:12790000-13270000
593,WGATAR_1487,chr19:12790000-13270000
594,WGATAR_1487,chr19:12790000-13270000
595,WGATAR_1487,chr19:12790000-13270000
596,WGATAR_1487,chr19:12790000-13270000
597,WGATAR_1487,chr19:12790000-13270000
598,WGATAR_1487,chr19:12790000-13270000
599,WGATAR_1487,chr19:12790000-13270000
600,WGATAR_1487,chr19:12790000-13270000
601,WGATAR_1487,chr19:12790000-13270000
602,WGATAR_1487,chr19:12790000-13270000
603,WGATAR_1488,chr19:12790000-13270000
604,WGATAR_1488,chr19:12790000-13270000
605,WGATAR_1488,chr19:12790000-13270000
606,WGATAR_1488,chr19:12790000-13270000
607,WGATAR_1488,chr19:12790000-13270000
608,WGATAR_1488,chr19:12790000-13270000
609,WGATAR_1488,chr19:12790000-13270000
